topic,subtopic,keywords,exam_boards,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty
Thermal Physics,Ideal Gas Equation,pressure;SI units;ideal gas,Eduqas;AQA;OCR;Edexcel,"In the ideal gas equation, what are the units of pressure?",atm,Pa,mmHg,bar,B,Pressure in the SI form of the ideal gas law must be in Pascals (Pa).,easy
Thermal Physics,Ideal Gas Equation,gas constant;value;R,Eduqas;AQA;OCR;Edexcel,What is the value of the universal gas constant R?,8.31 J/kg·K,9.81 J/mol·K,8.31 J/mol·K,6.02×10²³ J/mol·K,C,R = 8.31 J/mol·K in the ideal gas equation.,easy
Thermal Physics,Ideal Gas Equation,pressure;moles;ideal gas,Eduqas;AQA;OCR;Edexcel,What happens to pressure if the number of moles is doubled while keeping volume and temperature constant?,It halves,It doubles,It remains the same,It quadruples,B,"P ∝ n when V and T are constant, so doubling n doubles P.",medium
Thermal Physics,Ideal Gas Equation,pressure;calculation;PV=nRT,Eduqas;AQA;OCR;Edexcel,"If 0.5 mol of a gas occupies 0.012 m³ at 300 K, what is its pressure? (R = 8.31 J/mol·K)",10388 Pa,12388 Pa,14175 Pa,17312 Pa,C,P = nRT/V = (0.5×8.31×300) / 0.012 ≈ 14175 Pa.,hard
Thermal Physics,Ideal Gas Equation,volume;gas law;calculation,Eduqas;AQA;OCR;Edexcel,What is the volume of 3 moles of an ideal gas at 400 K and 202650 Pa? (R = 8.31 J/mol·K),0.041 m³,0.049 m³,0.055 m³,0.066 m³,D,V = nRT/P = (3×8.31×400) / 202650 ≈ 0.066 m³.,hard
Thermal Physics,Ideal Gas Equation,temperature;kelvin;ideal gas law,Eduqas;AQA;OCR;Edexcel,What must temperature be measured in when using PV = nRT?,Celsius,Kelvin,Fahrenheit,Rankine,B,Temperature must be in Kelvin for consistency with the gas constant.,easy
Thermal Physics,Ideal Gas Equation,volume;gas constant;calculation,Eduqas;AQA;OCR;Edexcel,A container holds 2.5 mol of gas at 350 K and a pressure of 202000 Pa. What is the volume? (R = 8.31 J/mol·K),0.036 m³,0.045 m³,0.052 m³,0.061 m³,B,V = nRT/P = (2.5×8.31×350) / 202000 ≈ 0.045 m³.,hard
Waves and Optics,Refraction and Snell’s Law,refraction;wave speed;boundary,Eduqas;AQA;OCR;Edexcel,What causes refraction of a wave?,Reflection at a boundary,Absorption of energy,Change in wave speed between two media,Interference with another wave,C,Refraction occurs due to a change in wave speed as it moves from one medium to another.,easy
Waves and Optics,Refraction and Snell’s Law,snell's law;refraction;refractive index,Eduqas;AQA;OCR;Edexcel,Which law is used to calculate the angle of refraction?,Hooke’s Law,Snell’s Law,Newton’s Second Law,Boyle’s Law,B,Snell’s Law relates the angle of incidence and refraction with the refractive indices of the media.,easy
Waves and Optics,Refraction and Snell’s Law,snell's law;calculation;angle of refraction,Eduqas;AQA;OCR;Edexcel,A ray enters glass from air at 30°. The refractive index of glass is 1.5. What is the angle of refraction?,19.5°,25.0°,30.0°,41.8°,A,Use Snell’s Law: sin(r) = sin(30°) / 1.5 ≈ 0.333 → r ≈ 19.5°.,hard
Waves and Optics,Refraction and Snell’s Law,refractive index;speed of light;calculation,Eduqas;AQA;OCR;Edexcel,What is the refractive index of a material in which light travels at 2.00×10⁸ m/s?,1.0,1.33,1.5,1.67,D,n = c / v = 3.00×10⁸ / 2.00×10⁸ = 1.5.,medium
Waves and Optics,Refraction and Snell’s Law,refraction;wave direction;normal,Eduqas;AQA;OCR;Edexcel,"If a wave slows down when entering a new medium, it will:",Bend away from the normal,Not change direction,Bend toward the normal,Disappear,C,"When a wave slows, it bends toward the normal due to reduced speed.",medium
Waves and Optics,Refraction and Snell’s Law,snell's law;refractive index;angles,Eduqas;AQA;OCR;Edexcel,Snell’s Law can be written as:,n₁n₂ = sinθ₁ / sinθ₂,n = c / v,n₁sinθ₁ = n₂sinθ₂,v = fλ,C,Snell’s Law is n₁sinθ₁ = n₂sinθ₂.,easy
Waves and Optics,Refraction and Snell’s Law,refraction;types of waves;medium,Eduqas;AQA;OCR;Edexcel,Which type of wave undergoes refraction?,Sound,Light,Water,All of the above,D,Any wave that passes from one medium to another may undergo refraction.,easy
Waves and Optics,Refraction and Snell’s Law,light speed;media;refraction,Eduqas;AQA;OCR;Edexcel,In which medium does light travel slowest?,Air,Water,Glass,Vacuum,C,Light travels slower in denser media; glass is denser than water or air.,medium
Waves and Optics,Refraction and Snell’s Law,wavelength;refraction;medium,Eduqas;AQA;OCR;Edexcel,What happens to the wavelength of light as it enters a denser medium?,Increases,Remains constant,Decreases,Becomes infinite,C,"Speed decreases and frequency remains constant, so wavelength decreases.",hard
Waves and Optics,Refraction and Snell’s Law,snell’s law;water;angle calculation,Eduqas;AQA;OCR;Edexcel,"If n = 1.33 for water and the angle of incidence is 45°, what is the angle of refraction?",28.1°,32.1°,45.0°,38.7°,B,sin(r) = sin(45°)/1.33 ≈ 0.544 → r ≈ 32.1°.,hardcore
Measurements and Uncertainties,Graphing and Data Interpretation,graph;distance-time;gradient;speed,Eduqas;AQA;OCR;Edexcel,What does the gradient of a distance-time graph represent?,Distance,Acceleration,Speed,Force,C,The gradient of a distance-time graph gives the speed.,easy
Measurements and Uncertainties,Graphing and Data Interpretation,graph;gradient;interpretation,Eduqas;AQA;OCR;Edexcel,"In a straight-line graph, what does a steeper gradient indicate?",Lower speed,Greater uncertainty,Higher rate of change,Inaccurate results,C,A steeper gradient indicates a higher rate of change of the dependent variable.,easy
Measurements and Uncertainties,Graphing and Data Interpretation,graph;axes;independent,Eduqas;AQA;OCR;Edexcel,Which variable is usually plotted on the x-axis of a graph?,Dependent variable,Independent variable,Control variable,Uncertainty,B,The independent variable is plotted on the x-axis.,easy
Measurements and Uncertainties,Graphing and Data Interpretation,graph;velocity-time;area;distance,Eduqas;AQA;OCR;Edexcel,What does the area under a velocity-time graph represent?,Velocity,Distance travelled,Acceleration,Force,B,Area under a velocity-time graph gives the distance travelled.,easy
Measurements and Uncertainties,Graphing and Data Interpretation,graph;error bars;uncertainty,Eduqas;AQA;OCR;Edexcel,"When plotting experimental data, error bars represent:",Systematic errors,Mean values,Uncertainties in data,The trend line,C,Error bars show the uncertainty associated with each data point.,medium
Measurements and Uncertainties,Graphing and Data Interpretation,best fit;line;trend,Eduqas;AQA;OCR;Edexcel,What is the best-fit line on a graph used for?,Connecting all data points,Extrapolating and identifying trends,Hiding anomalies,Adding decoration,B,The best-fit line helps show trends and can be used to interpolate or extrapolate values.,medium
Measurements and Uncertainties,Graphing and Data Interpretation,hooke's law;spring constant;gradient,Eduqas;AQA;OCR;Edexcel,A linear graph of force vs. extension has a gradient of 200 N/m. What physical quantity does this represent?,Mass,Stiffness (spring constant),Work done,Pressure,B,"In Hooke's law, F = kx → gradient (F/x) = k, the spring constant.",medium
Measurements and Uncertainties,Graphing and Data Interpretation,graphing;accuracy;axes;scaling,Eduqas;AQA;OCR;Edexcel,Which of the following improves accuracy in plotting data?,Using very small graph paper,Avoiding repeated measurements,"Using clear, labelled axes and appropriate scales",Drawing freehand curves through data,C,Clear axis labelling and appropriate scales are essential for accurate graph plotting.,easy
Measurements and Uncertainties,Graphing and Data Interpretation,outliers;data interpretation;analysis,Eduqas;AQA;OCR;Edexcel,What should you do if your graph shows a clear outlier?,Ignore it and draw the best-fit line through other points,Remove it without explanation,Circle it and explain in the analysis,Change the data to make it fit,C,"Outliers should be noted and discussed, not deleted or changed without justification.",medium
Measurements and Uncertainties,Graphing and Data Interpretation,relationship;graph;linear,Eduqas;AQA;OCR;Edexcel,"If you double the independent variable and the dependent variable also doubles, what is the relationship?",Inverse,Exponential,Linear,Quadratic,C,"If both variables double, it indicates a linear relationship.",easy
Measurements and Uncertainties,Uncertainty and Error Analysis,absolute uncertainty;definition;error,Eduqas;AQA;OCR;Edexcel,What is meant by absolute uncertainty?,The percentage of the measured value,The smallest measurement that can be made,The total possible error in a measurement,The change in measurement over time,C,"Absolute uncertainty is the total possible error in a measurement, typically quoted with the unit.",easy
Measurements and Uncertainties,Uncertainty and Error Analysis,percentage uncertainty;formula;error,Eduqas;AQA;OCR;Edexcel,How do you calculate percentage uncertainty?,(absolute uncertainty × 100) / measured value,measured value / absolute uncertainty,absolute uncertainty × measured value,absolute uncertainty – measured value,A,Percentage uncertainty = (absolute uncertainty / measured value) × 100%.,medium
Measurements and Uncertainties,Uncertainty and Error Analysis,uncertainty;percentage;length,Eduqas;AQA;OCR;Edexcel,You measure a length as 20.0 ± 0.5 cm. What is the percentage uncertainty?,0.5%,2.5%,5%,10%,B,Percentage uncertainty = (0.5 / 20.0) × 100 = 2.5%.,medium
Measurements and Uncertainties,Uncertainty and Error Analysis,systematic error;bias;consistency,Eduqas;AQA;OCR;Edexcel,Which type of error affects measurements in one direction consistently?,Random error,Absolute error,Systematic error,Percentage error,C,Systematic errors consistently affect measurements in one direction due to faulty instruments or methods.,easy
Measurements and Uncertainties,Uncertainty and Error Analysis,random error;reduction;average,Eduqas;AQA;OCR;Edexcel,Which of the following helps reduce random errors?,Using the same instrument,Taking multiple measurements and averaging,Calibrating instruments,Using a different unit,B,Repeating measurements and averaging helps reduce random errors.,easy
Measurements and Uncertainties,Uncertainty and Error Analysis,combined uncertainty;percentage;product,Eduqas;AQA;OCR;Edexcel,You multiply two measurements: 5.0 ± 0.2 and 3.0 ± 0.1. What is the percentage uncertainty of the result?,7%,10%,13.3%,2%,C,Total % uncertainty = (0.2/5.0 + 0.1/3.0) × 100 ≈ 4% + 3.3% = 7.3% → round to ~7%.,hard
Measurements and Uncertainties,Uncertainty and Error Analysis,error;random vs systematic;causes,Eduqas;AQA;OCR;Edexcel,Which of the following is NOT a cause of random error?,Reaction time,Electrical noise,Instrument calibration,Air currents,C,"Instrument calibration errors cause systematic, not random, errors.",medium
Measurements and Uncertainties,Uncertainty and Error Analysis,significant figures;uncertainty;notation,Eduqas;AQA;OCR;Edexcel,Which of these correctly reports a measurement with appropriate significant figures: 4.56 ± 0.1 or 4.56 ± 0.10?,4.56 ± 0.1,4.56 ± 0.10,Either,Neither,B,Uncertainty should have the same number of decimal places as the measured value. 0.10 matches 4.56.,medium
Measurements and Uncertainties,Uncertainty and Error Analysis,systematic error;reduction;method,Eduqas;AQA;OCR;Edexcel,Which method is appropriate to reduce the impact of systematic errors?,Use an average,Take more measurements,Change the instrument or method,Increase the resolution,C,Systematic errors are reduced by changing the instrument or method.,medium
Measurements and Uncertainties,Uncertainty and Error Analysis,uncertainty;importance;reliability,Eduqas;AQA;OCR;Edexcel,Why is it important to estimate uncertainty in experimental measurements?,To avoid using calculators,To improve measurement speed,To evaluate the reliability and accuracy,To increase values artificially,C,Estimating uncertainty helps assess the reliability and accuracy of results.,easy
Measurements and Uncertainties,Measurement Tools and Techniques,measurement;tools;vernier caliper,Eduqas;AQA;OCR;Edexcel,Which instrument is best for measuring the diameter of a small wire accurately?,Ruler,Vernier caliper,Tape measure,Spring balance,B,Vernier calipers provide high precision in measuring small lengths like diameters.,medium
Measurements and Uncertainties,Measurement Tools and Techniques,ruler;resolution;division,Eduqas;AQA;OCR;Edexcel,What is the smallest division on a typical school laboratory ruler?,1 mm,1 cm,0.1 mm,0.5 mm,A,Most school rulers are marked in millimetres; smallest division is 1 mm.,easy
Measurements and Uncertainties,Measurement Tools and Techniques,micrometer;resolution;precision,Eduqas;AQA;OCR;Edexcel,What is the resolution of a micrometer screw gauge typically?,0.01 mm,0.1 mm,0.001 mm,1 mm,A,A typical micrometer screw gauge has a resolution of 0.01 mm.,medium
Measurements and Uncertainties,Measurement Tools and Techniques,stopwatch;timing;precision,Eduqas;AQA;OCR;Edexcel,Which device would you use to measure time intervals to the nearest millisecond?,Stopwatch,Analogue clock,Oscilloscope,Thermometer,A,Digital stopwatches can measure time intervals to the nearest millisecond.,easy
Measurements and Uncertainties,Measurement Tools and Techniques,digital;analogue;human error,Eduqas;AQA;OCR;Edexcel,What is the advantage of using digital instruments over analogue instruments?,They are less accurate,They are more likely to drift,They reduce human reading error,They are cheaper,C,Digital instruments reduce parallax and interpretation errors.,medium
Measurements and Uncertainties,Measurement Tools and Techniques,parallax;reading error;eye level,Eduqas;AQA;OCR;Edexcel,What is parallax error?,Error due to faulty calibration,Error caused by temperature changes,Error from not reading scale at eye level,Error from electrical noise,C,"Parallax error occurs when a scale is not read at eye level, leading to incorrect readings.",medium
